STATION,PLATFORM,SERVING LINE,ORIGIN,DESTINATION,CONNECTION,DURATION,TRANSPORT_MODE,DELAY,STATUS
LISTSTRASSE,Liststraße::1,10,Marienplatz,Degerloch,10:Marienplatz-Degerloch,9,Zahnradbahn,0,On time
NECKARTOR,Neckartor::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,27,Stadtbahn,0,On time
ZUFFENHAUSEN_RATHAUS,Zuffenhausen Rathaus::5,53,Zuffenhausen Bf,Mühlhausen (Stgt.),53:Zuffenhausen Bf-Mühlhausen (Stgt.),15,Bus,0,On time
LISTSTRASSE,Liststraße::2,10,Degerloch,Marienplatz,10:Degerloch-Marienplatz,2,Zahnradbahn,0,On time
NECKARTOR,Neckartor::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,16,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,22,Stadtbahn,0,On time
ZUFFENHAUSEN_RATHAUS,Zuffenhausen Rathaus::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
NECKARTOR,Neckartor::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,12,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::2,U1,Heslach Vogelrain,Neugereut,U1:Heslach Vogelrain-Neugereut,22,Stadtbahn,0,On time
NECKARTOR,Neckartor::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,18,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::1,U1,Neugereut,Heslach Vogelrain,U1:Neugereut-Heslach Vogelrain,14,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,4,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,6,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::2,U8,Vaihingen Bf,Heumaden,U8:Vaihingen Bf-Heumaden,21,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::1,U1,Mineralbäder,Vaihingen Bf,U1:Mineralbäder-Vaihingen Bf,23,Stadtbahn,0,On time
ZUFFENHAUSEN_FRIEDHOF,Zuffenhausen Friedhof::4,53,Zuffenhausen Bf,Mühlhausen (Stgt.),53:Zuffenhausen Bf-Mühlhausen (Stgt.),11,Bus,0,On time
NECKARTOR,Neckartor::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,18,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,4,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,22,Stadtbahn,0,On time
ZUFFENHAUSEN_FRIEDHOF,Zuffenhausen Friedhof::3,53,Mühlhausen (Stgt.),Zuffenhausen Bf,53:Mühlhausen (Stgt.)-Zuffenhausen Bf,7,Bus,0,On time
NECKARTOR,Neckartor::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,10,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,49,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,23,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,12,Stadtbahn,0,On time
BÖRSENPLATZ,Börsenplatz::2,U1,Heslach Vogelrain,Neugereut,U1:Heslach Vogelrain-Neugereut,22,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::1,U8,Heumaden,Vaihingen Bf,U8:Heumaden-Vaihingen Bf,4,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U2,Neugereut,Botnang,U2:Neugereut-Botnang,21,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,4,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,12,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,16,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,4,Stadtbahn,0,On time
WILHELMA,Wilhelma::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,16,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,11,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,23,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,49,Stadtbahn,0,On time
WILHELMA,Wilhelma::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,3,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,40,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),20,Stadtbahn,0,On time
SSB_ZENTRUM,SSB-Zentrum::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,12,Stadtbahn,0,On time
WILHELMA,Wilhelma::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,28,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U1,Neugereut,Heslach Vogelrain,U1:Neugereut-Heslach Vogelrain,19,Stadtbahn,0,On time
WILHELMA,Wilhelma::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),15,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,12,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U1,Heslach Vogelrain,Neugereut,U1:Heslach Vogelrain-Neugereut,16,Stadtbahn,0,On time
SIGMARINGER_STRASSE,Sigmaringer Straße::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,7,Stadtbahn,0,On time
WILHELMA,Wilhelma::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,16,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,40,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,13,Stadtbahn,0,On time
SIGMARINGER_STRASSE,Sigmaringer Straße::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,9,Stadtbahn,0,On time
WILHELMA,Wilhelma::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,3,Stadtbahn,0,On time
FRIEDRICHSWAHL,Friedrichswahl::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,11,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,14,Stadtbahn,0,On time
SIGMARINGER_STRASSE,Sigmaringer Straße::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,7,Stadtbahn,0,On time
WILHELMA,Wilhelma::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,28,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,11,Stadtbahn,0,On time
SIGMARINGER_STRASSE,Sigmaringer Straße::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,9,Stadtbahn,0,On time
WILHELMA,Wilhelma::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),15,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,16,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,38,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U1,Mineralbäder,Vaihingen Bf,U1:Mineralbäder-Vaihingen Bf,28,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,15,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::2,U8,Vaihingen Bf,Heumaden,U8:Vaihingen Bf-Heumaden,22,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U2,Neugereut,Botnang,U2:Neugereut-Botnang,21,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
ROSENSTEINPARK,Rosensteinpark::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,12,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,3,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,16,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,14,Stadtbahn,0,On time
ROSENSTEINPARK,Rosensteinpark::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,8,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,50,Stadtbahn,0,On time
ROSENSTEINPARK,Rosensteinpark::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,12,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,38,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,23,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,3,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,15,Stadtbahn,0,On time
ROSENSTEINPARK,Rosensteinpark::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,8,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),20,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,13,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,28,Stadtbahn,0,On time
SIEGLESTRASSE,Sieglestraße::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,14,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::1,U8,Heumaden,Vaihingen Bf,U8:Heumaden-Vaihingen Bf,3,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U1,Heslach Vogelrain,Neugereut,U1:Heslach Vogelrain-Neugereut,16,Stadtbahn,0,On time
GLOCKENSTRASSE,Glockenstraße::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,13,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,3,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,13,Stadtbahn,0,On time
GLOCKENSTRASSE,Glockenstraße::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,6,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,50,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,14,Stadtbahn,0,On time
GLOCKENSTRASSE,Glockenstraße::2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,13,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,37,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,3,Stadtbahn,0,On time
STÖCKACH,Stöckach::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,11,Stadtbahn,0,On time
GLOCKENSTRASSE,Glockenstraße::1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,6,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,18,Stadtbahn,0,On time
WALLGRABEN,Wallgraben::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,13,Stadtbahn,0,On time
STÖCKACH,Stöckach::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,16,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,24,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,34,Stadtbahn,0,On time
BLICK,Blick::4,U13E,Eszet,Bad Cannstatt Wilhelmsplatz,U13E:Eszet-Bad Cannstatt Wilhelmsplatz,14,Bus,0,On time
PRAGFRIEDHOF,Pragfriedhof::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,19,Stadtbahn,0,On time
JURASTRASSE,Jurastraße::2,U8,Vaihingen Bf,Heumaden,U8:Vaihingen Bf-Heumaden,23,Stadtbahn,0,On time
BLICK,Blick::3,U13E,Bad Cannstatt Wilhelmsplatz,Eszet,U13E:Bad Cannstatt Wilhelmsplatz-Eszet,4,Bus,0,On time
METZSTRASSE,Metzstraße::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,25,Stadtbahn,0,On time
JURASTRASSE,Jurastraße::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,14,Stadtbahn,0,On time
BLICK,Blick::4,U13E,Eszet,Bad Cannstatt Wilhelmsplatz,U13E:Eszet-Bad Cannstatt Wilhelmsplatz,14,Bus,0,On time
METZSTRASSE,Metzstraße::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,15,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
BLICK,Blick::3,U13E,Bad Cannstatt Wilhelmsplatz,Eszet,U13E:Bad Cannstatt Wilhelmsplatz-Eszet,4,Bus,0,On time
JURASTRASSE,Jurastraße::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,2,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::1,U1,Neugereut,Heslach Vogelrain,U1:Neugereut-Heslach Vogelrain,21,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,37,Stadtbahn,0,On time
JURASTRASSE,Jurastraße::1,U8,Heumaden,Vaihingen Bf,U8:Heumaden-Vaihingen Bf,2,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),19,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,18,Stadtbahn,0,On time
JURASTRASSE,Jurastraße::2,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,14,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::2,U1,Heslach Vogelrain,Neugereut,U1:Heslach Vogelrain-Neugereut,15,Stadtbahn,0,On time
ESZET,Eszet::4,U13E,Eszet,Bad Cannstatt Wilhelmsplatz,U13E:Eszet-Bad Cannstatt Wilhelmsplatz,16,Bus,0,On time
PRAGFRIEDHOF,Pragfriedhof::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,24,Stadtbahn,0,On time
JURASTRASSE,Jurastraße::1,U3,Plieningen,Vaihingen Bf,U3:Plieningen-Vaihingen Bf,2,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::1,U1,Mineralbäder,Vaihingen Bf,U1:Mineralbäder-Vaihingen Bf,30,Stadtbahn,0,On time
ESZET,Eszet::2,U13,Eszet,Hedelfingen,U13:Eszet-Hedelfingen,10,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,34,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::1,U2,Neugereut,Botnang,U2:Neugereut-Botnang,23,Stadtbahn,0,On time
ESZET,Eszet::4,U13E,Eszet,Bad Cannstatt Wilhelmsplatz,U13E:Eszet-Bad Cannstatt Wilhelmsplatz,16,Bus,0,On time
PRAGFRIEDHOF,Pragfriedhof::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,19,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,15,Stadtbahn,0,On time
ESZET,Eszet::2,U13,Eszet,Hedelfingen,U13:Eszet-Hedelfingen,10,Stadtbahn,0,On time
PRAGFRIEDHOF,Pragfriedhof::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,25,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,30,Stadtbahn,0,On time
NEUWIRTSH___PORSCHEP,Neuwirtsh. (Porschep.)::Gleis 1,S6,Stuttgart Hauptbahnhof (oben),Weil der Stadt,S6:Stuttgart Hauptbahnhof (oben)-Weil der Stadt,28,S-Bahn,0,On time
SCHLOTTERBECKSTRASSE,Schlotterbeckstraße::1,U13,Eszet,Hedelfingen,U13:Eszet-Hedelfingen,9,Stadtbahn,0,On time
STAFFLENBERGSTRASSE,Stafflenbergstraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),8,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),19,Stadtbahn,0,On time
NEUWIRTSH___PORSCHEP,Neuwirtsh. (Porschep.)::Gleis 2,S6,Weil der Stadt,Stuttgart Hauptbahnhof (oben),S6:Weil der Stadt-Stuttgart Hauptbahnhof (oben),13,S-Bahn,0,On time
SCHLOTTERBECKSTRASSE,Schlotterbeckstraße::2,U13,Hedelfingen,Eszet,U13:Hedelfingen-Eszet,1,Stadtbahn,0,On time
STAFFLENBERGSTRASSE,Stafflenbergstraße::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,32,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::2,U1,Heslach Vogelrain,Neugereut,U1:Heslach Vogelrain-Neugereut,15,Stadtbahn,0,On time
SCHLOTTERBECKSTRASSE,Schlotterbeckstraße::1,U13,Eszet,Hedelfingen,U13:Eszet-Hedelfingen,9,Stadtbahn,0,On time
STAFFLENBERGSTRASSE,Stafflenbergstraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),8,Stadtbahn,0,On time
METZSTRASSE,Metzstraße::1,U2,Neugereut,Botnang,U2:Neugereut-Botnang,23,Stadtbahn,0,On time
SCHLOTTERBECKSTRASSE,Schlotterbeckstraße::2,U13,Hedelfingen,Eszet,U13:Hedelfingen-Eszet,1,Stadtbahn,0,On time
STAFFLENBERGSTRASSE,Stafflenbergstraße::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,32,Stadtbahn,0,On time
MÜNSTER,Münster Bf::3,56,Münster Bf,Rosensteinbrücke,56:Münster Bf-Rosensteinbrücke,13,Bus,0,On time
MINERALBÄDER,Mineralbäder::1,U1,Neugereut,Heslach Vogelrain,U1:Neugereut-Heslach Vogelrain,22,Stadtbahn,0,On time
BUBENBAD,Bubenbad::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),7,Stadtbahn,0,On time
MINERALBÄDER,Mineralbäder::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,13,Stadtbahn,0,On time
EBITZWEG,Ebitzweg::3,U13E,Bad Cannstatt Wilhelmsplatz,Eszet,U13E:Bad Cannstatt Wilhelmsplatz-Eszet,7,Bus,0,On time
WAGRAINÄCKER,Wagrainäcker::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,12,Stadtbahn,0,On time
BUBENBAD,Bubenbad::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,33,Stadtbahn,0,On time
MINERALBÄDER,Mineralbäder::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),17,Stadtbahn,0,On time
EBITZWEG,Ebitzweg::4,U13E,Eszet,Bad Cannstatt Wilhelmsplatz,U13E:Eszet-Bad Cannstatt Wilhelmsplatz,,Bus,0,On time
BUBENBAD,Bubenbad::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),7,Stadtbahn,0,On time
WAGRAINÄCKER,Wagrainäcker::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,41,Stadtbahn,0,On time
EBITZWEG,Ebitzweg::3,U13E,Bad Cannstatt Wilhelmsplatz,Eszet,U13E:Bad Cannstatt Wilhelmsplatz-Eszet,7,Bus,0,On time
BUBENBAD,Bubenbad::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,33,Stadtbahn,0,On time
MINERALBÄDER,Mineralbäder::1,U1,Mineralbäder,Vaihingen Bf,U1:Mineralbäder-Vaihingen Bf,31,Stadtbahn,0,On time
WAGRAINÄCKER,Wagrainäcker::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,39,Stadtbahn,0,On time
EBITZWEG,Ebitzweg::4,U13E,Eszet,Bad Cannstatt Wilhelmsplatz,U13E:Eszet-Bad Cannstatt Wilhelmsplatz,,Bus,0,On time
MINERALBÄDER,Mineralbäder::1,U2,Neugereut,Botnang,U2:Neugereut-Botnang,24,Stadtbahn,0,On time
WAGRAINÄCKER,Wagrainäcker::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),5,Stadtbahn,0,On time
MINERALBÄDER,Mineralbäder::2,U1,Heslach Vogelrain,Neugereut,U1:Heslach Vogelrain-Neugereut,13,Stadtbahn,0,On time
WAGRAINÄCKER,Wagrainäcker::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,12,Stadtbahn,0,On time
PAYERSTRASSE,Payerstraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),6,Stadtbahn,0,On time
MINERALBÄDER,Mineralbäder::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,26,Stadtbahn,0,On time
PAYERSTRASSE,Payerstraße::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,34,Stadtbahn,0,On time
WAGRAINÄCKER,Wagrainäcker::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,41,Stadtbahn,0,On time
KASERNE_MÖHRINGEN,Kaserne Möhringen::4,73,Plieningen Seemühlenweg,Degerloch ZOB,73:Plieningen Seemühlenweg-Degerloch ZOB,11,Bus,0,On time
PAYERSTRASSE,Payerstraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),6,Stadtbahn,0,On time
MINERALBÄDER,Mineralbäder::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,31,Stadtbahn,0,On time
